SAMPLE
2.086541
3.253074
3.994196
4.911442
4.767127
3.816464
2.639725
3.881325
5.784296
4.861162
3.358128
3.418520
5.312488
5.618899
3.224900
5.186157
5.820322
4.301329
6.782523
3.336017
2.570755
2.370134
4.555080
6.462315
2.443880
6.845263
3.412551
10.123320
6.183581
3.657630
16.507603
3.014792
5.892399
4.507095
12.903842
3.565862
4.355027
1.968965
11.321081
8.283073
12.002532
7.961149
4.204688
2.990954
7.761167
8.537247
5.272385
4.015165
5.625910
8.126568
2.141452
9.530108
4.009397
8.711950
6.212233
4.486340
5.302463
4.812762
5.027826
3.585678
3.958056
20.998822
17.843170
14.439605
4.732422
12.482770
7.880738
3.879919
3.202417
12.432370
4.470940
5.767112
4.232750
4.907748
4.484354
5.737629
6.636283
4.947413
3.363283
10.495752
8.560154
3.182081
2.780694
3.644510
3.825934
5.649244
10.056961
15.227604
3.844073
4.145677
10.864044
3.713871
4.136243
5.811967
1.873791
5.395202
5.565530
3.646610
9.679175
3.259646
7.177294
7.548352
4.677486
10.110171
4.501677
7.008800
4.583871
9.666531
7.157989
3.755448
5.374418
7.366899
4.014953
6.453756
8.623563
2.910968
21.922082
6.724709
2.714237
9.377721
5.953378
5.198142
3.940354
7.705355
6.756356
4.950772
3.244310
2.228675
3.466445
3.564707
3.780444
5.874254
1.726786
22.547779
16.168403
6.481583
4.390142
6.205388
3.567236
5.765742
2.375600
3.815117
3.662342
1.985802
5.082762
5.796735
3.523616
2.741278
2.684795
2.998429
7.316830
1.832157
11.124094
4.062550
3.848318
10.778390
5.663774
4.775001
2.616777
7.930579
2.461358
1.855243
6.466828
3.493631
3.648929
2.089726
6.397019
6.578841
5.523239
6.951871
2.940286
6.768831
2.871946
4.649667
12.817020
3.831739
3.393643
3.614869
2.017344
4.693031
7.720545
2.722906
2.858223
6.997211
2.644438
2.375059
4.252737
8.690717
3.039930
1.822229
15.192815
14.733334
6.878292
4.179149
4.085374
4.856067
24.836719
4.905597
9.583743
5.364082
3.849365
3.502320
3.990648
3.443208
4.464966
3.660332
5.744002
4.243555
2.173941
2.146170
4.594641
12.696093
16.470420
2.652106
2.019650
5.664620
3.663640
3.151790
5.036715
5.797811
4.524880
3.504216
4.161466
6.953812
2.035358
3.664951
7.377772
4.675876
6.662991
4.211242
7.626132
4.597357
3.397222
5.306390
3.624044
5.482287
3.383396
7.217131
4.278749
10.663739
5.499886
4.509656
7.762418
5.274169
5.584203
6.182126
2.990526
5.561873
9.368898
2.862677
6.614225
2.044236
8.363684
6.499785
7.665470
4.661275
5.723575
4.801452
15.066519
4.829482
13.825326
2.821196
5.384663
3.954051
5.275500
2.559755
11.227077
2.370130
4.263969
1.666256
5.045726
9.498349
3.098536
4.201022
5.828002
3.377204
4.888298
5.713582
2.710692
4.238886
11.145059
1.818395
2.349819
2.788399
3.914731
4.875636
4.466018
11.293417
6.560710
2.265821
17.724351
2.797860
4.294080
4.284827
3.491034
6.910111
5.363513
20.631821
3.722797
2.272690
2.049695
8.634655
14.306374
5.222289
2.701561
7.069346
2.453617
3.427262
4.036182
3.651289
3.929419
4.032859
5.047491
5.290803
8.180214
3.302445
5.678436
2.272353
5.104787
3.507685
6.234056
5.914911
3.760870
13.950908
15.972889
9.352648
5.900162
10.971189
4.643765
6.697116
2.239381
3.186584
2.173474
7.610582
4.084238
4.511919
8.958397
3.049295
3.519608
7.270333
6.767841
4.037732
11.169193
3.655147
2.130809
2.976539
2.121430
3.236851
13.278629
7.002677
2.166463
2.979335
7.225030
7.754270
3.123573
4.439357
11.279943
3.156858
2.883766
4.122457
8.322570
3.767702
7.806240
2.869458
6.071430
4.450673
3.492216
4.484189
8.255400
4.473609
3.100169
9.687096
8.576856
2.769267
2.066986
5.346477
11.080669
3.790466
3.443398
8.345117
5.822793
4.130756
6.218734
5.238752
4.908223
12.957909
4.832625
3.290339
11.421504
2.403510
18.299731
3.979956
2.817648
3.540697
9.094473
2.020708
9.348994
10.265288
2.428731
3.610013
7.193417
2.439684
7.416551
6.959043
4.245141
7.148594
3.923579
16.566095
4.934439
7.265246
5.199443
9.826501
4.085287
4.074302
6.014039
7.910017
2.532963
6.573575
6.412577
11.807918
4.001719
8.674498
9.294637
3.542509
9.263973
4.755190
2.855347
11.134805
8.080176
2.299178
7.148689
6.201708
2.513577
6.887929
7.475305
3.232511
3.900551
4.483214
6.143591
2.357985
7.628962
11.570871
2.677882
3.382783
2.333015
7.380873
6.732202
3.905874
2.187914
3.833842
5.995099
4.204594
15.044709
3.870763
8.777991
3.969394
4.377061
10.818109
3.749089
9.527212
3.540016
7.537333
4.757919
7.352774
2.031810
6.891337
1.590410
5.020615
6.913322
4.540312
16.808385
4.549824
5.611989
4.956523
5.513341
5.392800
12.037398
4.561786
8.842266
7.752468
5.574871
2.378498
2.851566
3.174440
3.966697
10.636360
6.327661
3.217774
4.162162
4.223634
6.495974
5.630896
3.889697
7.086944
1.851479
18.120579
5.389296
3.420354
10.139356
4.796908
3.715894
2.320317
6.810127
3.597319
2.963763
15.477576
7.158737
4.449912
4.620546
2.769060
5.244270
2.581415
4.344638
3.119286
1.964237
3.189566
4.820306
6.289728
4.580631
4.916441
8.168188
1.928133
9.863928
4.490918
3.989132
4.878604
3.175730
3.629227
5.487212
5.799514
4.337587
5.411593
2.938527
3.629201
4.649255
8.065197
4.380020
2.564596
20.626357
3.124163
4.397733
2.618015
6.005330
11.795316
4.886015
3.658410
2.323434
6.189752
3.955221
6.188508
8.598603
10.259862
2.747552
4.476939
5.285305
1.858278
4.227420
4.779639
4.925998
6.766917
5.382387
4.757097
8.536813
6.560775
12.350887
5.706488
15.405551
3.261056
15.123406
2.418199
11.301760
3.985206
4.489057
11.312743
5.345179
5.953332
2.857326
3.764315
2.038921
1.653834
5.171975
4.316881
9.250133
16.538788
2.942373
6.360115
5.531237
6.210670
2.498254
4.102823
4.637106
4.559231
2.844338
3.381145
2.438569
5.239908
3.913849
6.254743
3.518894
6.387493
2.251979
3.064124
6.334470
2.793661
5.422264
8.040687
